date,nav
02-05-2024,37.82000
30-04-2024,37.77000
29-04-2024,37.86000
26-04-2024,37.56000
25-04-2024,37.66000
24-04-2024,37.36000
23-04-2024,37.30000
22-04-2024,37.23000
19-04-2024,36.98000
18-04-2024,36.82000
16-04-2024,36.92000
15-04-2024,37.01000
12-04-2024,37.25000
10-04-2024,37.66000
09-04-2024,37.54000
08-04-2024,37.52000
05-04-2024,37.31000
04-04-2024,37.28000
03-04-2024,37.27000
02-04-2024,37.18000
01-04-2024,37.19000
31-03-2024,36.94000
28-03-2024,36.95000
27-03-2024,36.69000
26-03-2024,36.49000
22-03-2024,36.64000
21-03-2024,36.50000
20-03-2024,36.23000
19-03-2024,36.18000
18-03-2024,36.47000
15-03-2024,36.45000
14-03-2024,40.63000
13-03-2024,40.30000
12-03-2024,41.05000
11-03-2024,41.10000
07-03-2024,41.35000
06-03-2024,41.34000
05-03-2024,41.26000
04-03-2024,41.18000
01-03-2024,41.00000
29-02-2024,40.55000
28-02-2024,40.44000
27-02-2024,40.86000
26-02-2024,40.74000
23-02-2024,40.85000
22-02-2024,40.84000
21-02-2024,40.64000
20-02-2024,40.89000
19-02-2024,40.70000
16-02-2024,40.54000
15-02-2024,40.37000
14-02-2024,40.18000
13-02-2024,39.95000
12-02-2024,39.72000
09-02-2024,40.08000
08-02-2024,40.05000
07-02-2024,40.14000
06-02-2024,40.14000
05-02-2024,39.72000
02-02-2024,39.78000
01-02-2024,39.50000
31-01-2024,39.55000
30-01-2024,39.13000
29-01-2024,39.42000
25-01-2024,38.72000
24-01-2024,38.86000
23-01-2024,38.43000
19-01-2024,38.88000
18-01-2024,38.47000
17-01-2024,38.53000
16-01-2024,39.03000
15-01-2024,39.14000
12-01-2024,38.78000
11-01-2024,38.40000
10-01-2024,38.34000
09-01-2024,38.24000
08-01-2024,38.17000
05-01-2024,38.39000
04-01-2024,38.29000
03-01-2024,37.98000
02-01-2024,38.07000
01-01-2024,37.99000
29-12-2023,37.95000
28-12-2023,38.03000
27-12-2023,37.75000
26-12-2023,37.46000
22-12-2023,37.32000
21-12-2023,37.11000
19-12-2023,37.44000
18-12-2023,37.37000
15-12-2023,37.36000
14-12-2023,37.10000
13-12-2023,36.73000
12-12-2023,36.55000
11-12-2023,36.75000
08-12-2023,36.68000
07-12-2023,36.63000
06-12-2023,36.65000
05-12-2023,36.62000
04-12-2023,36.44000
01-12-2023,35.87000
30-11-2023,35.69000
29-11-2023,35.45000
28-11-2023,35.19000
24-11-2023,35.04000
23-11-2023,34.99000
22-11-2023,34.94000
21-11-2023,34.89000
20-11-2023,34.73000
17-11-2023,34.70000
16-11-2023,34.73000
15-11-2023,34.54000
13-11-2023,34.19000
10-11-2023,34.12000
09-11-2023,34.06000
08-11-2023,34.13000
07-11-2023,34.06000
06-11-2023,34.03000
03-11-2023,33.79000
02-11-2023,33.51000
01-11-2023,33.23000
31-10-2023,33.28000
30-10-2023,33.43000
27-10-2023,33.26000
26-10-2023,32.92000
25-10-2023,33.26000
23-10-2023,33.52000
20-10-2023,33.98000
19-10-2023,34.11000
18-10-2023,34.25000
17-10-2023,34.38000
16-10-2023,34.25000
13-10-2023,34.18000
12-10-2023,34.25000
11-10-2023,34.20000
10-10-2023,34.01000
09-10-2023,33.67000
06-10-2023,33.87000
05-10-2023,33.74000
04-10-2023,33.64000
03-10-2023,33.89000
29-09-2023,34.16000
27-09-2023,34.00000
26-09-2023,33.94000
25-09-2023,33.93000
22-09-2023,33.98000
21-09-2023,34.12000
20-09-2023,34.33000
18-09-2023,34.52000
15-09-2023,34.61000
14-09-2023,34.47000
13-09-2023,34.32000
12-09-2023,34.08000
11-09-2023,34.29000
08-09-2023,34.09000
07-09-2023,33.88000
06-09-2023,33.76000
05-09-2023,33.73000
04-09-2023,33.64000
01-09-2023,33.42000
31-08-2023,33.02000
30-08-2023,33.12000
29-08-2023,33.09000
28-08-2023,33.03000
25-08-2023,32.91000
24-08-2023,33.07000
23-08-2023,33.14000
22-08-2023,33.06000
21-08-2023,33.01000
18-08-2023,32.86000
17-08-2023,32.99000
16-08-2023,33.04000
14-08-2023,32.97000
11-08-2023,33.02000
10-08-2023,33.20000
09-08-2023,33.22000
08-08-2023,33.07000
07-08-2023,33.10000
04-08-2023,32.93000
03-08-2023,32.72000
02-08-2023,32.88000
01-08-2023,33.23000
31-07-2023,33.17000
28-07-2023,32.87000
27-07-2023,32.77000
26-07-2023,32.83000
25-07-2023,32.58000
24-07-2023,32.44000
21-07-2023,32.39000
20-07-2023,32.52000
