date,nav
03-05-2024,36.61250
02-05-2024,36.66010
30-04-2024,36.63030
29-04-2024,36.58900
26-04-2024,36.46940
25-04-2024,36.49220
24-04-2024,36.57450
23-04-2024,36.51020
22-04-2024,36.40870
19-04-2024,36.27570
18-04-2024,36.25930
16-04-2024,36.30480
15-04-2024,36.41190
12-04-2024,36.57860
10-04-2024,36.71720
09-04-2024,36.64240
08-04-2024,36.63560
05-04-2024,36.60580
04-04-2024,36.57580
03-04-2024,36.47210
02-04-2024,36.46280
01-04-2024,36.50630
31-03-2024,36.42240
28-03-2024,36.41570
27-03-2024,36.25300
26-03-2024,36.17730
22-03-2024,36.14190
21-03-2024,36.12720
20-03-2024,35.91560
19-03-2024,35.89380
18-03-2024,36.00920
15-03-2024,36.08390
14-03-2024,36.10130
13-03-2024,35.94450
12-03-2024,36.13750
11-03-2024,36.17040
07-03-2024,36.18090
06-03-2024,36.15720
05-03-2024,36.11320
04-03-2024,36.22560
01-03-2024,36.27310
29-02-2024,36.14410
28-02-2024,36.09290
27-02-2024,36.23320
26-02-2024,36.23000
23-02-2024,36.29740
22-02-2024,36.27490
21-02-2024,36.21900
20-02-2024,36.29680
19-02-2024,36.25610
16-02-2024,36.18590
15-02-2024,36.04680
14-02-2024,35.96350
13-02-2024,36.00880
12-02-2024,35.94690
09-02-2024,35.97580
08-02-2024,36.01040
07-02-2024,36.13680
06-02-2024,36.07230
05-02-2024,35.94310
02-02-2024,36.08170
01-02-2024,35.99760
31-01-2024,35.88430
30-01-2024,35.71370
29-01-2024,35.81960
25-01-2024,35.71490
24-01-2024,35.80570
23-01-2024,35.68190
19-01-2024,35.88810
18-01-2024,35.81140
17-01-2024,36.06120
16-01-2024,36.27390
15-01-2024,36.32710
12-01-2024,36.22890
11-01-2024,36.09500
10-01-2024,36.05560
09-01-2024,36.01390
08-01-2024,35.99290
05-01-2024,36.11710
04-01-2024,36.08280
03-01-2024,36.00030
02-01-2024,36.12810
01-01-2024,36.18350
29-12-2023,36.22430
28-12-2023,36.12100
27-12-2023,36.09310
26-12-2023,35.99120
22-12-2023,35.94930
21-12-2023,35.83080
20-12-2023,35.74810
19-12-2023,35.97990
18-12-2023,36.00210
15-12-2023,35.99160
14-12-2023,35.82920
13-12-2023,35.55420
12-12-2023,35.54670
11-12-2023,35.63090
08-12-2023,35.57240
07-12-2023,35.59920
06-12-2023,35.56830
05-12-2023,35.50610
04-12-2023,35.45360
01-12-2023,35.27790
30-11-2023,35.21220
29-11-2023,35.15820
28-11-2023,35.03210
24-11-2023,34.99650
23-11-2023,35.02190
22-11-2023,35.04010
21-11-2023,35.03030
20-11-2023,35.02550
17-11-2023,35.04280
16-11-2023,35.00430
15-11-2023,34.88710
13-11-2023,34.68940
10-11-2023,34.68990
09-11-2023,34.70300
08-11-2023,34.69350
07-11-2023,34.60240
06-11-2023,34.55650
03-11-2023,34.42950
02-11-2023,34.31370
01-11-2023,34.19740
31-10-2023,34.26190
30-10-2023,34.24430
27-10-2023,34.26650
26-10-2023,34.12650
25-10-2023,34.33460
23-10-2023,34.35630
20-10-2023,34.58190
19-10-2023,34.62320
18-10-2023,34.64890
17-10-2023,34.75650
16-10-2023,34.69700
13-10-2023,34.72480
12-10-2023,34.76360
11-10-2023,34.77120
10-10-2023,34.66950
09-10-2023,34.53930
06-10-2023,34.68650
05-10-2023,34.72960
04-10-2023,34.65080
03-10-2023,34.71330
29-09-2023,34.74670
27-09-2023,34.81110
26-09-2023,34.77240
25-09-2023,34.77780
22-09-2023,34.75000
21-09-2023,34.81760
20-09-2023,34.91220
18-09-2023,35.00670
15-09-2023,35.04760
14-09-2023,35.02000
13-09-2023,34.92650
12-09-2023,34.86940
11-09-2023,34.97150
08-09-2023,34.92780
07-09-2023,34.89110
06-09-2023,34.82210
05-09-2023,34.77040
04-09-2023,34.69090
01-09-2023,34.64900
31-08-2023,34.56120
30-08-2023,34.56050
29-08-2023,34.49210
28-08-2023,34.42670
25-08-2023,34.37120
24-08-2023,34.45540
23-08-2023,34.38660
22-08-2023,34.34120
21-08-2023,34.30620
18-08-2023,34.18560
17-08-2023,34.24310
16-08-2023,34.33770
14-08-2023,34.37090
11-08-2023,34.40390
10-08-2023,34.50090
09-08-2023,34.53380
08-08-2023,34.51710
07-08-2023,34.51090
04-08-2023,34.42050
03-08-2023,34.26390
02-08-2023,34.32690
01-08-2023,34.44910
31-07-2023,34.36560
28-07-2023,34.29780
27-07-2023,34.31030
26-07-2023,34.32110
25-07-2023,34.32570
24-07-2023,34.31970
21-07-2023,34.34390
20-07-2023,34.42450
19-07-2023,34.40550
18-07-2023,34.36990
17-07-2023,34.37100
14-07-2023,34.30740
13-07-2023,34.15390
12-07-2023,34.07880
11-07-2023,34.10760
10-07-2023,34.00470
07-07-2023,34.06720
06-07-2023,34.22160
05-07-2023,34.24030
04-07-2023,34.20870
03-07-2023,34.17130
30-06-2023,34.16480
28-06-2023,34.08780
27-06-2023,34.02050
26-06-2023,33.91460
23-06-2023,33.82910
22-06-2023,33.91720
21-06-2023,34.04080
20-06-2023,34.04920
19-06-2023,34.02260
16-06-2023,34.02660
15-06-2023,33.89630
14-06-2023,33.88040
13-06-2023,33.88780
12-06-2023,33.75790
09-06-2023,33.66480
08-06-2023,33.69140
07-06-2023,33.80250
06-06-2023,33.71280
05-06-2023,33.69890
02-06-2023,33.70800
01-06-2023,33.64180
31-05-2023,33.63040
30-05-2023,33.55780
29-05-2023,33.55180
26-05-2023,33.50850
25-05-2023,33.35230
24-05-2023,33.28760
23-05-2023,33.30690
22-05-2023,33.31820
19-05-2023,33.21240
18-05-2023,33.17750
17-05-2023,33.22640
16-05-2023,33.26830
15-05-2023,33.24150
12-05-2023,33.21750
11-05-2023,33.14460
10-05-2023,33.07890
09-05-2023,33.04430
08-05-2023,33.02350
05-05-2023,32.89070
04-05-2023,32.93670
03-05-2023,32.82610
02-05-2023,32.76850
28-04-2023,32.67370
27-04-2023,32.52660
26-04-2023,32.38940
25-04-2023,32.39670
24-04-2023,32.37590
21-04-2023,32.29980
20-04-2023,32.29230
19-04-2023,32.32100
18-04-2023,32.39330
17-04-2023,32.35100
13-04-2023,32.48120
12-04-2023,32.46350
11-04-2023,32.34010
10-04-2023,32.31050
06-04-2023,32.30110
05-04-2023,32.23210
03-04-2023,32.06190
31-03-2023,32.00760
29-03-2023,31.80040
28-03-2023,31.68100
27-03-2023,31.72860
24-03-2023,31.73290
23-03-2023,31.78670
22-03-2023,31.83730
21-03-2023,31.78290
20-03-2023,31.72550
17-03-2023,31.77010
16-03-2023,31.71380
15-03-2023,31.71370
14-03-2023,31.73100
13-03-2023,31.80270
10-03-2023,31.92010
09-03-2023,32.01320
08-03-2023,32.10620
06-03-2023,32.16080
03-03-2023,32.06880
02-03-2023,32.00610
01-03-2023,32.07400
28-02-2023,31.98100
27-02-2023,31.98360
