date,nav
19-12-2022,0.00000
16-12-2022,60.06560
15-12-2022,60.05510
14-12-2022,60.04860
13-12-2022,60.04250
12-12-2022,59.95240
09-12-2022,59.90770
08-12-2022,60.02100
07-12-2022,59.93170
06-12-2022,60.03890
05-12-2022,60.15800
02-12-2022,60.11600
01-12-2022,60.10160
30-11-2022,59.98040
29-11-2022,59.83220
28-11-2022,59.78150
25-11-2022,59.68430
24-11-2022,59.58920
23-11-2022,59.35250
22-11-2022,59.30590
21-11-2022,59.22480
18-11-2022,59.31660
17-11-2022,59.37980
16-11-2022,59.45830
15-11-2022,59.47220
14-11-2022,59.36430
11-11-2022,59.31150
10-11-2022,59.01840
09-11-2022,59.15690
07-11-2022,59.25610
04-11-2022,59.11550
03-11-2022,59.13870
02-11-2022,59.19160
01-11-2022,59.24460
31-10-2022,59.08290
28-10-2022,58.84150
27-10-2022,58.90430
25-10-2022,58.77380
21-10-2022,58.54280
20-10-2022,58.55850
19-10-2022,58.54450
18-10-2022,58.55820
17-10-2022,58.36660
14-10-2022,58.20940
13-10-2022,58.09420
12-10-2022,58.20180
11-10-2022,58.03100
10-10-2022,58.32810
07-10-2022,58.47570
06-10-2022,58.51780
04-10-2022,58.42350
03-10-2022,58.01620
30-09-2022,58.26470
29-09-2022,57.98120
28-09-2022,57.90770
27-09-2022,57.99380
26-09-2022,57.95390
23-09-2022,58.36500
22-09-2022,58.81080
21-09-2022,58.93800
20-09-2022,59.08140
19-09-2022,58.83320
16-09-2022,58.78290
15-09-2022,59.23150
14-09-2022,59.29170
13-09-2022,59.34800
12-09-2022,59.23180
09-09-2022,59.08990
08-09-2022,59.00980
07-09-2022,58.80830
06-09-2022,58.77390
05-09-2022,58.73660
02-09-2022,58.64320
01-09-2022,58.64100
30-08-2022,58.68050
29-08-2022,58.21610
26-08-2022,58.50740
25-08-2022,58.41860
24-08-2022,58.41370
23-08-2022,58.33390
22-08-2022,58.19880
19-08-2022,58.53940
18-08-2022,58.82810
17-08-2022,58.79760
12-08-2022,58.39950
11-08-2022,58.29410
10-08-2022,58.08920
08-08-2022,58.04940
05-08-2022,57.92580
04-08-2022,57.93940
03-08-2022,57.87790
02-08-2022,57.93360
01-08-2022,57.83720
29-07-2022,57.55560
28-07-2022,57.29880
27-07-2022,57.08400
26-07-2022,56.88580
25-07-2022,57.10560
22-07-2022,57.16140
21-07-2022,57.04900
20-07-2022,56.88200
19-07-2022,56.72680
18-07-2022,56.60520
15-07-2022,56.33390
14-07-2022,56.25070
13-07-2022,56.30750
12-07-2022,56.30570
11-07-2022,56.48140
08-07-2022,56.42090
07-07-2022,56.34090
06-07-2022,56.15250
05-07-2022,55.81710
04-07-2022,55.79400
01-07-2022,55.60090
30-06-2022,55.48820
29-06-2022,55.53670
28-06-2022,55.64010
27-06-2022,55.62820
24-06-2022,55.41510
23-06-2022,55.22040
22-06-2022,54.99790
21-06-2022,55.16820
20-06-2022,54.81770
17-06-2022,54.80850
16-06-2022,54.93290
15-06-2022,55.31100
14-06-2022,55.27960
13-06-2022,55.33810
10-06-2022,55.83050
09-06-2022,56.00170
08-06-2022,55.91930
07-06-2022,55.93440
06-06-2022,56.10440
03-06-2022,56.17060
02-06-2022,56.35530
01-06-2022,56.30800
31-05-2022,56.32090
30-05-2022,56.30180
27-05-2022,55.90820
26-05-2022,55.69980
25-05-2022,55.46480
24-05-2022,55.66150
23-05-2022,55.71160
20-05-2022,55.68950
19-05-2022,55.30520
18-05-2022,55.78020
17-05-2022,55.80480
