date,nav
03-05-2024,36.22840
02-05-2024,36.29820
30-04-2024,36.23410
29-04-2024,36.18360
26-04-2024,36.05970
25-04-2024,36.08200
24-04-2024,36.02930
23-04-2024,35.95560
22-04-2024,35.83500
19-04-2024,35.66830
18-04-2024,35.64560
16-04-2024,35.69190
15-04-2024,35.80010
12-04-2024,35.94810
10-04-2024,36.09880
09-04-2024,36.01770
08-04-2024,36.00180
05-04-2024,35.91720
04-04-2024,35.89940
03-04-2024,35.84460
02-04-2024,35.80760
01-04-2024,35.80920
31-03-2024,35.70200
28-03-2024,35.69650
27-03-2024,35.53250
26-03-2024,35.44230
22-03-2024,35.42890
21-03-2024,35.40660
20-03-2024,35.18950
19-03-2024,35.18020
18-03-2024,35.33350
15-03-2024,35.36580
14-03-2024,35.40200
13-03-2024,35.25020
12-03-2024,35.52920
11-03-2024,35.57150
07-03-2024,35.61080
06-03-2024,35.53200
05-03-2024,35.52390
04-03-2024,35.56890
01-03-2024,35.55700
29-02-2024,35.39690
28-02-2024,35.35010
27-02-2024,35.48530
26-02-2024,35.45860
23-02-2024,35.51580
22-02-2024,35.50070
21-02-2024,35.42220
20-02-2024,35.47900
19-02-2024,35.43660
16-02-2024,35.35730
15-02-2024,35.27380
14-02-2024,35.15260
13-02-2024,35.16680
12-02-2024,35.16020
09-02-2024,35.34000
08-02-2024,35.41220
07-02-2024,35.53550
06-02-2024,35.50960
05-02-2024,35.37890
02-02-2024,35.45190
01-02-2024,35.36130
31-01-2024,35.25800
30-01-2024,35.06400
29-01-2024,35.14690
25-01-2024,35.00720
24-01-2024,35.09580
23-01-2024,34.93850
19-01-2024,35.19880
18-01-2024,35.08720
17-01-2024,35.17730
16-01-2024,35.40390
15-01-2024,35.44980
12-01-2024,35.31950
11-01-2024,35.22160
10-01-2024,35.17270
09-01-2024,35.14740
08-01-2024,35.11070
05-01-2024,35.20720
04-01-2024,35.16370
03-01-2024,35.00110
02-01-2024,35.08370
01-01-2024,35.15040
29-12-2023,35.16460
28-12-2023,35.05800
27-12-2023,34.99040
26-12-2023,34.89670
22-12-2023,34.83060
21-12-2023,34.72510
20-12-2023,34.64340
19-12-2023,34.87970
18-12-2023,34.86980
15-12-2023,34.86480
14-12-2023,34.75360
13-12-2023,34.51510
12-12-2023,34.48410
