date,nav
03-05-2024,230.40180
02-05-2024,230.64520
30-04-2024,228.59050
29-04-2024,228.57240
26-04-2024,229.62820
25-04-2024,225.71880
24-04-2024,223.43930
23-04-2024,221.10650
22-04-2024,219.15720
19-04-2024,217.57730
18-04-2024,218.47270
16-04-2024,217.59730
15-04-2024,216.88960
12-04-2024,219.55840
10-04-2024,221.32760
09-04-2024,219.14730
08-04-2024,219.47940
05-04-2024,219.59660
04-04-2024,219.31820
03-04-2024,220.00590
02-04-2024,217.32780
01-04-2024,214.78400
31-03-2024,210.97170
28-03-2024,210.99060
27-03-2024,209.24950
26-03-2024,208.52880
22-03-2024,206.91380
21-03-2024,206.75810
20-03-2024,202.76570
19-03-2024,202.04730
18-03-2024,205.88180
15-03-2024,202.67850
14-03-2024,204.65320
13-03-2024,201.13330
12-03-2024,211.65680
11-03-2024,212.72710
07-03-2024,213.84660
06-03-2024,213.61820
05-03-2024,215.27100
04-03-2024,214.95410
01-03-2024,209.88530
29-02-2024,206.72190
28-02-2024,205.67770
27-02-2024,208.64130
26-02-2024,209.96820
23-02-2024,211.05760
22-02-2024,210.55810
21-02-2024,208.14920
20-02-2024,210.89370
19-02-2024,211.21460
16-02-2024,209.62440
15-02-2024,209.09400
14-02-2024,205.50420
13-02-2024,203.48680
12-02-2024,202.62060
09-02-2024,208.07160
08-02-2024,209.01530
07-02-2024,208.79700
06-02-2024,208.08020
05-02-2024,206.05860
02-02-2024,203.66540
01-02-2024,200.71320
31-01-2024,201.57970
30-01-2024,199.35690
29-01-2024,200.44300
25-01-2024,196.18470
24-01-2024,194.16550
23-01-2024,190.98930
19-01-2024,196.83750
18-01-2024,192.96210
17-01-2024,189.91330
16-01-2024,192.39850
15-01-2024,193.84930
12-01-2024,191.40380
11-01-2024,190.40750
10-01-2024,189.32620
09-01-2024,188.82530
08-01-2024,188.16950
05-01-2024,190.56220
04-01-2024,190.45850
03-01-2024,187.92370
02-01-2024,187.70240
01-01-2024,186.72030
29-12-2023,185.87600
28-12-2023,185.91590
27-12-2023,182.86790
26-12-2023,182.55280
22-12-2023,182.06860
21-12-2023,181.75360
20-12-2023,177.43780
19-12-2023,183.34630
18-12-2023,183.72220
15-12-2023,182.87550
14-12-2023,181.76210
13-12-2023,179.75490
12-12-2023,179.08100
11-12-2023,180.60670
08-12-2023,179.67980
07-12-2023,181.86910
06-12-2023,180.49700
05-12-2023,180.21960
04-12-2023,178.94300
01-12-2023,177.39020
30-11-2023,175.29680
29-11-2023,173.77700
28-11-2023,172.58960
24-11-2023,171.03780
23-11-2023,170.04950
22-11-2023,170.42660
21-11-2023,170.64170
20-11-2023,170.21570
17-11-2023,170.63330
16-11-2023,170.78120
15-11-2023,169.17700
13-11-2023,168.91220
10-11-2023,167.65490
09-11-2023,167.17780
08-11-2023,167.58560
07-11-2023,166.16230
06-11-2023,165.38940
03-11-2023,163.96270
02-11-2023,163.52490
01-11-2023,160.51090
31-10-2023,160.34040
30-10-2023,160.25490
27-10-2023,159.73920
26-10-2023,157.78270
25-10-2023,158.71750
23-10-2023,159.61720
20-10-2023,163.85020
19-10-2023,166.21860
18-10-2023,165.98870
17-10-2023,167.90390
16-10-2023,167.37920
13-10-2023,167.02300
12-10-2023,167.91050
11-10-2023,165.20170
10-10-2023,164.06170
09-10-2023,161.54770
06-10-2023,163.79050
05-10-2023,163.09070
04-10-2023,163.32840
03-10-2023,165.80570
29-09-2023,165.82360
27-09-2023,165.72360
26-09-2023,164.37240
25-09-2023,163.92690
22-09-2023,162.31460
21-09-2023,162.58360
20-09-2023,163.57860
18-09-2023,165.03990
15-09-2023,165.44250
14-09-2023,165.41050
13-09-2023,164.48850
12-09-2023,162.47370
11-09-2023,166.26900
08-09-2023,164.30900
07-09-2023,162.97670
06-09-2023,162.42590
05-09-2023,163.07050
04-09-2023,161.65820
01-09-2023,159.63180
31-08-2023,157.24530
30-08-2023,157.38990
29-08-2023,156.36100
28-08-2023,156.22300
25-08-2023,155.16770
24-08-2023,155.99980
23-08-2023,156.97300
22-08-2023,157.04290
21-08-2023,155.85800
18-08-2023,155.06280
17-08-2023,155.09810
16-08-2023,154.81660
14-08-2023,154.28220
11-08-2023,154.92460
10-08-2023,155.56410
09-08-2023,155.17690
08-08-2023,154.52510
07-08-2023,153.89030
04-08-2023,153.10880
03-08-2023,152.73960
02-08-2023,152.39340
01-08-2023,155.37490
31-07-2023,155.96020
28-07-2023,155.50650
27-07-2023,154.32290
26-07-2023,153.43200
25-07-2023,150.65950
24-07-2023,149.91280
21-07-2023,149.77130
20-07-2023,150.28510
19-07-2023,149.62040
18-07-2023,148.41900
17-07-2023,148.82180
14-07-2023,147.67320
13-07-2023,145.74340
12-07-2023,147.32920
11-07-2023,146.89300
10-07-2023,145.96570
07-07-2023,146.11830
06-07-2023,146.41060
05-07-2023,145.33240
04-07-2023,144.53090
03-07-2023,144.51200
30-06-2023,143.14040
28-06-2023,142.06850
27-06-2023,141.16100
26-06-2023,140.44130
23-06-2023,139.81040
22-06-2023,141.06720
21-06-2023,142.71090
20-06-2023,141.44300
19-06-2023,141.09830
16-06-2023,141.33030
15-06-2023,140.31670
14-06-2023,140.92460
13-06-2023,140.39660
12-06-2023,138.16880
09-06-2023,137.43280
08-06-2023,137.42050
07-06-2023,138.41130
06-06-2023,136.95140
05-06-2023,136.88640
02-06-2023,136.35220
01-06-2023,135.94330
31-05-2023,135.42840
30-05-2023,135.43920
29-05-2023,134.48980
26-05-2023,134.30210
25-05-2023,133.01740
24-05-2023,132.67630
23-05-2023,132.76760
22-05-2023,132.77640
19-05-2023,132.14020
18-05-2023,132.11890
17-05-2023,133.02630
16-05-2023,133.45010
15-05-2023,133.62680
12-05-2023,132.89080
11-05-2023,133.55390
10-05-2023,133.85230
09-05-2023,134.36660
08-05-2023,134.70580
05-05-2023,133.72440
04-05-2023,135.49610
03-05-2023,134.36670
02-05-2023,134.86620
28-04-2023,133.87640
27-04-2023,131.68880
26-04-2023,131.62210
25-04-2023,131.05880
24-04-2023,130.87390
21-04-2023,130.02130
20-04-2023,130.71960
19-04-2023,130.63380
18-04-2023,130.70860
17-04-2023,130.70070
13-04-2023,130.42150
12-04-2023,130.03760
11-04-2023,129.88740
10-04-2023,129.26960
06-04-2023,128.96430
05-04-2023,128.31810
03-04-2023,128.23170
31-03-2023,127.43880
29-03-2023,125.62890
28-03-2023,123.43380
27-03-2023,123.62950
24-03-2023,123.98730
23-03-2023,125.25580
22-03-2023,126.20640
21-03-2023,125.86480
20-03-2023,124.83150
17-03-2023,126.38660
16-03-2023,126.16020
15-03-2023,126.29420
14-03-2023,126.41330
13-03-2023,127.95090
10-03-2023,130.59180
09-03-2023,131.95100
08-03-2023,132.72040
06-03-2023,131.94050
03-03-2023,131.28160
02-03-2023,129.43050
01-03-2023,129.32750
28-02-2023,127.80380
27-02-2023,127.52390
24-02-2023,128.16530
23-02-2023,129.49780
22-02-2023,129.44330
21-02-2023,130.79480
20-02-2023,131.29180
17-02-2023,131.34670
16-02-2023,132.36320
15-02-2023,131.30960
14-02-2023,130.21150
13-02-2023,129.90550
10-02-2023,131.08930
09-02-2023,130.39660
08-02-2023,130.44030
07-02-2023,129.70240
06-02-2023,130.38760
03-02-2023,130.12450
02-02-2023,129.76520
01-02-2023,129.54730
31-01-2023,132.73610
30-01-2023,129.55470
27-01-2023,129.74410
25-01-2023,134.00950
24-01-2023,136.89580
23-01-2023,137.92520
20-01-2023,137.75800
19-01-2023,138.45240
18-01-2023,138.40430
17-01-2023,138.57420
16-01-2023,139.03910
13-01-2023,138.91030
12-01-2023,138.25800
11-01-2023,139.01510
10-01-2023,138.67820
09-01-2023,139.88210
06-01-2023,138.31890
05-01-2023,139.48400
04-01-2023,138.70390
03-01-2023,140.54200
02-01-2023,139.76360
30-12-2022,138.08910
29-12-2022,136.62110
28-12-2022,136.21880
27-12-2022,136.06840
26-12-2022,134.72300
23-12-2022,129.71330
22-12-2022,135.67810
21-12-2022,137.28480
20-12-2022,140.53470
19-12-2022,140.95350
16-12-2022,139.73560
15-12-2022,142.21640
14-12-2022,143.85340
13-12-2022,143.42110
12-12-2022,141.99980
09-12-2022,141.12640
08-12-2022,143.07640
07-12-2022,141.16390
06-12-2022,141.40600
05-12-2022,141.56370
02-12-2022,140.94590
01-12-2022,139.96760
30-11-2022,138.45180
29-11-2022,138.50410
28-11-2022,138.77110
25-11-2022,138.08880
24-11-2022,136.57870
23-11-2022,136.05990
22-11-2022,135.39200
21-11-2022,134.33640
18-11-2022,133.58680
17-11-2022,133.37750
16-11-2022,133.64830
15-11-2022,134.98080
14-11-2022,135.12820
11-11-2022,135.46230
10-11-2022,135.93630
09-11-2022,136.65800
07-11-2022,135.31090
04-11-2022,134.91020
03-11-2022,134.71430
02-11-2022,133.72640
01-11-2022,133.82430
31-10-2022,133.87870
28-10-2022,132.78400
27-10-2022,133.08020
25-10-2022,132.03270
21-10-2022,131.01220
20-10-2022,132.02830
19-10-2022,131.77290
18-10-2022,131.73280
17-10-2022,129.90810
14-10-2022,128.87490
13-10-2022,128.98160
12-10-2022,130.30810
11-10-2022,129.11400
10-10-2022,131.71500
07-10-2022,132.53460
06-10-2022,132.45970
04-10-2022,131.27670
03-10-2022,127.88550
30-09-2022,130.49630
29-09-2022,128.38740
28-09-2022,127.55520
27-09-2022,129.15150
26-09-2022,128.83960
23-09-2022,133.36130
22-09-2022,136.40530
21-09-2022,136.46950
20-09-2022,137.41470
19-09-2022,135.88350
16-09-2022,134.22030
15-09-2022,137.43730
14-09-2022,137.10410
13-09-2022,136.46610
12-09-2022,136.12290
09-09-2022,134.88690
08-09-2022,134.23150
07-09-2022,133.04380
06-09-2022,132.41520
05-09-2022,132.35880
02-09-2022,131.45680
01-09-2022,130.35020
30-08-2022,129.86130
29-08-2022,127.65590
26-08-2022,128.26490
25-08-2022,126.87250
24-08-2022,127.51240
23-08-2022,126.11800
22-08-2022,124.92070
19-08-2022,126.35460
18-08-2022,126.64570
17-08-2022,126.49830
16-08-2022,126.57570
12-08-2022,125.01140
11-08-2022,125.23370
10-08-2022,124.32060
08-08-2022,124.63250
05-08-2022,124.00630
04-08-2022,123.51870
03-08-2022,124.63120
02-08-2022,125.14940
01-08-2022,125.03560
29-07-2022,123.42740
28-07-2022,121.97920
27-07-2022,121.83910
26-07-2022,120.81850
25-07-2022,121.47250
22-07-2022,121.47590
21-07-2022,121.32430
20-07-2022,119.49870
19-07-2022,119.69070
18-07-2022,118.85300
15-07-2022,117.27720
14-07-2022,116.56630
13-07-2022,117.28730
12-07-2022,117.52280
11-07-2022,117.85640
08-07-2022,116.80710
07-07-2022,116.50360
06-07-2022,114.75080
05-07-2022,113.26090
04-07-2022,113.32240
01-07-2022,112.17970
30-06-2022,111.83640
29-06-2022,113.07400
28-06-2022,113.16010
27-06-2022,112.73960
24-06-2022,111.82000
23-06-2022,110.09560
22-06-2022,108.78310
21-06-2022,111.09000
20-06-2022,107.67950
17-06-2022,109.40140
16-06-2022,109.94910
15-06-2022,112.86450
14-06-2022,113.34660
13-06-2022,113.36490
10-06-2022,117.30400
09-06-2022,117.97690
08-06-2022,117.22500
07-06-2022,117.76530
06-06-2022,118.35570
03-06-2022,118.69520
02-06-2022,120.37010
01-06-2022,119.27980
31-05-2022,119.20300
30-05-2022,119.81140
27-05-2022,117.08290
26-05-2022,115.56440
25-05-2022,114.40940
24-05-2022,116.82280
23-05-2022,118.21640
20-05-2022,119.13460
19-05-2022,115.76810
18-05-2022,118.77620
17-05-2022,118.64000
16-05-2022,115.19580
13-05-2022,112.85690
12-05-2022,112.27770
11-05-2022,114.65760
10-05-2022,116.47010
09-05-2022,118.82740
06-05-2022,121.14650
05-05-2022,122.45960
04-05-2022,122.10270
02-05-2022,126.36920
29-04-2022,126.66350
28-04-2022,127.34680
27-04-2022,126.73550
26-04-2022,127.15630
25-04-2022,124.77550
22-04-2022,127.91390
21-04-2022,129.20890
20-04-2022,127.30400
19-04-2022,127.47420
18-04-2022,129.54060
13-04-2022,130.63510
12-04-2022,131.12900
11-04-2022,132.70550
08-04-2022,132.31720
07-04-2022,129.91850
06-04-2022,130.44400
05-04-2022,129.55660
04-04-2022,129.35760
01-04-2022,128.43770
31-03-2022,127.05340
30-03-2022,125.78490
29-03-2022,124.28730
28-03-2022,121.88920
25-03-2022,122.38530
24-03-2022,121.85270
23-03-2022,119.21100
22-03-2022,118.39000
21-03-2022,118.35680
17-03-2022,117.89260
16-03-2022,116.73440
15-03-2022,114.74570
14-03-2022,115.12460
11-03-2022,114.94810
10-03-2022,114.47950
09-03-2022,114.21250
08-03-2022,110.92580
07-03-2022,109.30990
04-03-2022,111.20320
03-03-2022,113.76200
02-03-2022,113.43440
28-02-2022,113.80510
25-02-2022,112.70940
24-02-2022,108.22270
23-02-2022,114.91820
22-02-2022,114.60090
21-02-2022,116.37380
18-02-2022,117.35420
17-02-2022,118.36940
16-02-2022,118.81130
15-02-2022,118.76670
14-02-2022,115.76600
11-02-2022,120.26920
10-02-2022,122.35150
09-02-2022,121.79220
08-02-2022,120.42670
07-02-2022,121.50660
04-02-2022,122.70160
03-02-2022,123.64490
02-02-2022,124.03600
01-02-2022,121.86290
31-01-2022,120.35690
28-01-2022,118.58430
27-01-2022,117.04230
25-01-2022,116.69680
24-01-2022,115.02890
21-01-2022,119.34090
20-01-2022,121.37170
19-01-2022,121.65210
18-01-2022,121.95600
17-01-2022,123.78590
14-01-2022,123.48410
13-01-2022,123.14360
12-01-2022,122.64220
11-01-2022,121.26030
10-01-2022,121.02830
07-01-2022,119.46290
06-01-2022,119.66860
05-01-2022,119.70130
04-01-2022,119.00600
03-01-2022,119.02790
31-12-2021,117.89420
30-12-2021,116.50860
29-12-2021,117.14600
28-12-2021,117.25160
27-12-2021,116.08010
24-12-2021,115.68090
23-12-2021,116.92920
22-12-2021,116.05990
21-12-2021,114.67970
20-12-2021,112.71610
17-12-2021,116.46890
16-12-2021,119.80260
15-12-2021,120.58360
14-12-2021,121.88630
13-12-2021,122.93870
10-12-2021,122.95900
09-12-2021,121.48070
08-12-2021,120.49170
07-12-2021,118.63920
06-12-2021,116.43890
03-12-2021,118.44870
02-12-2021,118.86300
01-12-2021,118.07570
30-11-2021,116.21540
29-11-2021,116.41670
26-11-2021,117.40160
25-11-2021,120.03910
24-11-2021,119.52910
23-11-2021,119.47630
22-11-2021,117.73420
18-11-2021,120.52520
17-11-2021,120.38220
16-11-2021,120.97470
15-11-2021,120.70630
12-11-2021,120.60590
11-11-2021,119.55880
10-11-2021,121.29100
09-11-2021,122.17740
08-11-2021,119.44070
03-11-2021,117.03340
02-11-2021,117.40420
01-11-2021,115.54200
29-10-2021,114.38280
28-10-2021,113.88070
27-10-2021,118.22290
26-10-2021,117.34180
25-10-2021,115.60360
22-10-2021,116.74830
21-10-2021,117.20570
20-10-2021,116.98290
19-10-2021,118.44470
18-10-2021,121.07870
14-10-2021,121.08150
13-10-2021,119.79080
12-10-2021,118.52480
11-10-2021,118.24470
08-10-2021,117.63450
07-10-2021,117.16040
06-10-2021,114.41960
05-10-2021,116.18900
04-10-2021,114.83230
01-10-2021,113.18500
30-09-2021,113.22020
29-09-2021,113.11000
28-09-2021,112.58700
27-09-2021,114.08000
24-09-2021,113.98710
23-09-2021,114.89230
22-09-2021,112.72270
21-09-2021,110.61960
20-09-2021,110.10370
17-09-2021,112.03720
16-09-2021,113.74170
15-09-2021,113.83530
14-09-2021,113.36950
13-09-2021,111.78370
09-09-2021,111.42000
08-09-2021,111.10960
07-09-2021,111.03640
06-09-2021,112.21650
03-09-2021,112.15030
02-09-2021,110.74930
01-09-2021,109.78880
31-08-2021,109.09460
30-08-2021,108.60910
27-08-2021,107.00710
26-08-2021,105.56230
25-08-2021,105.50800
24-08-2021,105.02790
23-08-2021,102.96340
20-08-2021,104.44230
18-08-2021,106.49850
17-08-2021,106.69410
16-08-2021,107.16320
13-08-2021,107.42860
12-08-2021,107.69240
11-08-2021,105.93770
10-08-2021,105.66190
09-08-2021,107.97410
06-08-2021,109.23630
05-08-2021,109.06440
04-08-2021,110.49270
03-08-2021,112.26230
02-08-2021,111.65860
30-07-2021,110.34540
29-07-2021,109.56110
28-07-2021,109.03170
27-07-2021,108.96740
26-07-2021,108.88730
23-07-2021,108.15440
22-07-2021,108.70610
20-07-2021,107.02180
19-07-2021,108.87600
16-07-2021,109.16860
15-07-2021,108.33710
14-07-2021,108.34730
13-07-2021,107.56630
12-07-2021,106.96000
09-07-2021,107.12390
08-07-2021,106.92120
07-07-2021,107.96610
06-07-2021,107.35330
05-07-2021,107.01750
02-07-2021,105.99660
01-07-2021,104.97920
30-06-2021,104.68220
29-06-2021,104.43460
28-06-2021,105.08860
25-06-2021,105.24690
24-06-2021,103.88820
23-06-2021,104.11450
22-06-2021,103.82060
21-06-2021,103.12480
18-06-2021,102.63360
17-06-2021,102.62390
16-06-2021,103.72880
15-06-2021,104.24190
14-06-2021,104.16550
11-06-2021,103.12010
10-06-2021,102.68840
09-06-2021,101.53760
08-06-2021,102.72660
07-06-2021,102.70780
04-06-2021,101.62070
03-06-2021,101.12620
02-06-2021,100.71300
01-06-2021,99.96390
31-05-2021,100.85310
28-05-2021,100.42130
27-05-2021,99.98280
26-05-2021,99.69530
25-05-2021,99.83280
24-05-2021,100.33770
21-05-2021,99.62260
20-05-2021,99.08430
19-05-2021,99.20290
18-05-2021,99.18850
17-05-2021,98.31950
