date,nav
21-04-2014,41.07000
17-04-2014,40.76000
16-04-2014,40.27000
15-04-2014,40.53000
11-04-2014,40.83000
10-04-2014,40.92000
09-04-2014,40.99000
07-04-2014,40.41000
04-04-2014,40.52000
03-04-2014,40.74000
02-04-2014,40.92000
01-04-2014,40.57000
31-03-2014,40.61000
28-03-2014,40.51000
27-03-2014,40.08000
26-03-2014,39.83000
25-03-2014,39.73000
24-03-2014,39.70000
21-03-2014,39.21000
20-03-2014,39.13000
19-03-2014,39.33000
18-03-2014,39.20000
14-03-2014,38.94000
13-03-2014,38.88000
12-03-2014,38.93000
11-03-2014,38.94000
10-03-2014,39.15000
07-03-2014,39.02000
06-03-2014,38.39000
05-03-2014,37.94000
04-03-2014,37.65000
03-03-2014,37.13000
28-02-2014,37.29000
26-02-2014,37.22000
25-02-2014,37.10000
24-02-2014,37.01000
21-02-2014,36.79000
20-02-2014,36.53000
19-02-2014,36.78000
18-02-2014,36.59000
17-02-2014,36.41000
14-02-2014,36.29000
13-02-2014,36.03000
12-02-2014,36.60000
11-02-2014,36.42000
10-02-2014,36.31000
07-02-2014,36.21000
06-02-2014,36.06000
05-02-2014,36.00000
04-02-2014,35.85000
03-02-2014,35.72000
31-01-2014,36.07000
30-01-2014,35.66000
29-01-2014,36.05000
28-01-2014,36.10000
27-01-2014,36.24000
24-01-2014,37.07000
23-01-2014,37.57000
22-01-2014,37.54000
21-01-2014,37.31000
20-01-2014,37.18000
17-01-2014,36.94000
16-01-2014,37.32000
15-01-2014,37.41000
14-01-2014,37.14000
13-01-2014,37.27000
10-01-2014,36.90000
09-01-2014,36.89000
08-01-2014,37.04000
07-01-2014,36.98000
06-01-2014,37.05000
03-01-2014,37.23000
02-01-2014,37.14000
01-01-2014,37.66000
31-12-2013,37.67000
30-12-2013,37.61000
27-12-2013,37.63000
26-12-2013,37.43000
24-12-2013,37.25000
23-12-2013,37.30000
20-12-2013,37.15000
19-12-2013,36.52000
18-12-2013,36.60000
17-12-2013,36.16000
16-12-2013,36.20000
13-12-2013,36.14000
12-12-2013,36.56000
11-12-2013,36.89000
10-12-2013,37.05000
09-12-2013,37.15000
06-12-2013,36.57000
05-12-2013,36.42000
04-12-2013,35.91000
03-12-2013,36.04000
02-12-2013,36.17000
29-11-2013,36.06000
28-11-2013,35.57000
27-11-2013,35.44000
26-11-2013,35.48000
25-11-2013,35.73000
22-11-2013,35.14000
21-11-2013,35.15000
20-11-2013,35.74000
19-11-2013,36.22000
18-11-2013,36.13000
14-11-2013,35.50000
13-11-2013,35.15000
12-11-2013,35.34000
11-11-2013,35.63000
08-11-2013,35.80000
07-11-2013,35.82000
06-11-2013,36.00000
05-11-2013,36.11000
01-11-2013,36.28000
31-10-2013,36.20000
30-10-2013,35.86000
29-10-2013,35.72000
28-10-2013,35.08000
25-10-2013,35.33000
24-10-2013,35.37000
23-10-2013,35.39000
22-10-2013,35.48000
21-10-2013,35.53000
18-10-2013,35.40000
17-10-2013,34.73000
15-10-2013,34.86000
14-10-2013,35.07000
11-10-2013,34.98000
10-10-2013,34.59000
09-10-2013,34.53000
08-10-2013,34.12000
07-10-2013,33.96000
04-10-2013,33.95000
03-10-2013,33.93000
01-10-2013,33.24000
30-09-2013,33.03000
27-09-2013,33.39000
26-09-2013,33.59000
25-09-2013,33.58000
24-09-2013,33.64000
23-09-2013,33.62000
20-09-2013,34.11000
19-09-2013,34.75000
18-09-2013,33.75000
17-09-2013,33.52000
16-09-2013,33.47000
13-09-2013,33.40000
12-09-2013,33.41000
11-09-2013,33.73000
10-09-2013,33.64000
06-09-2013,32.75000
05-09-2013,32.30000
04-09-2013,31.55000
03-09-2013,31.05000
02-09-2013,31.95000
30-08-2013,31.60000
